State,Year,Inflation Adjusted Total Spending,Num Students,Num Teachers,Population,Personal Income,NAEP Scores,Effort,Alternative Effort,Alternative Effort Ranked,Effort Ranked,Inflation Adjusted Exp Per Student
Connecticut,2005,8637049784,575058,38808,3506956,228072214002,37.0,4.25,4.25,23.0,23.0,15019.441141589195
Delaware,2005,1614877355,120937,7856,845150,43286520649,33.0,4.19,4.19,25.0,25.0,13353.046255488394
District of Columbia,2005,1214681789,70955,5387,567136,39206268491,10.0,3.48,3.48,48.0,48.0,17119.0443097738
Florida,2005,24010995920,2675024,154864,17842038,835113834341,30.0,3.23,3.23,50.0,50.0,8975.992708850463
Georgia,2005,15786391514,1598461,104987,8925922,386690196933,26.0,4.59,4.59,14.0,14.0,9875.99416814048
Hawaii,2005,2074540797,182637,11146,1292729,61487523136,22.0,3.79,3.79,40.0,40.0,11358.819937909624
Idaho,2005,1947354072,261982,14269,1428241,54386724984,34.0,4.02,4.02,32.0,32.0,7433.159804872091
Illinois,2005,22112368405,2111245,131047,12609903,619420672820,30.0,4.01,4.01,35.0,35.0,10473.615523068142
Indiana,2005,10619027263,1035074,60563,6278616,256961262326,32.0,4.64,4.64,13.0,13.0,10259.196214956612
Iowa,2005,4641251672,483482,34697,2964454,125510906351,35.0,4.15,4.15,28.0,28.0,9599.636950289772
Kansas,2005,4641283701,452295,32932,2745299,115299487830,37.0,4.52,4.52,18.0,18.0,10261.629469704507
Kentucky,2005,5990440884,674583,41463,4182742,158257685436,28.0,4.25,4.25,24.0,24.0,8880.21323395342
Louisiana,2005,6381856508,654526,49192,4576628,176667041778,20.0,4.06,4.06,30.0,30.0,9750.348355909468
Maine,2005,2435196530,195498,16656,1318787,56473253013,36.0,4.84,4.84,10.0,10.0,12456.375666247224
Maryland,2005,10779458579,860021,55101,5592379,318671176882,33.0,3.8,3.8,39.0,39.0,12533.948100104531
Massachusetts,2005,13497295985,971909,73399,6403290,371270841885,45.0,4.08,4.08,29.0,29.0,13887.407138939963
Michigan,2005,19167570275,1704089,100638,10051137,429511138351,32.0,5.01,5.01,6.0,6.0,11247.986622177597
Minnesota,2005,8831935243,838978,52152,5119598,253602515002,41.0,3.91,3.91,37.0,37.0,10527.016492685148
Mississippi,2005,4079243939,483175,31321,2905943,100857823171,17.0,4.54,4.54,16.0,16.0,8442.580719201118
Missouri,2005,8723753570,917905,65847,5790300,243745025081,30.0,4.02,4.02,33.0,33.0,9503.98305924905
Montana,2005,1441257439,145137,10224,940102,36394466283,37.0,4.45,4.45,20.0,20.0,9930.324031776872
Nebraska,2005,3070846497,286646,21236,1761497,79013422741,35.0,4.37,4.37,21.0,21.0,10713.027556637804
Nevada,2005,3400723134,412260,20950,2432143,120451534052,23.0,3.17,3.17,51.0,51.0,8248.976699170427
New Hampshire,2005,2457837067,205155,15298,1298492,68730516621,40.0,4.02,4.02,34.0,34.0,11980.390763081572
New Jersey,2005,23979588614,1333775,114875,8651974,503523158736,39.0,5.35,5.35,4.0,4.0,17978.73600419861
New Mexico,2005,3136428965,326761,21730,1932274,72577199298,18.0,4.85,4.85,9.0,9.0,9598.541334492182
New York,2005,47280660786,2708570,218612,19132610,1017220432465,33.0,5.22,5.22,5.0,5.0,17455.949370331946
North Carolina,2005,12036971285,1416576,92550,8705407,365280571078,32.0,3.7,3.7,44.0,44.0,8497.229435625057
North Dakota,2005,985581430,98283,8070,646089,26491614231,37.0,4.18,4.18,26.0,26.0,10027.994973698402
Ohio,2005,20486181061,1839683,118060,11463320,485388444748,37.0,4.74,4.74,12.0,12.0,11135.712544498156
Oklahoma,2005,5062489779,630982,40416,3548597,144422365589,25.0,3.94,3.94,36.0,36.0,8023.1920704552585
Oregon,2005,5485031851,536079,27431,3613202,152611204988,33.0,4.04,4.04,31.0,31.0,10231.760339427585
Pennsylvania,2005,22555995084,1826240,121167,12449990,587433611939,36.0,4.31,4.31,22.0,22.0,12351.057409759944
Rhode Island,2005,2222656289,153417,11781,1067916,51662787533,29.0,4.83,4.83,11.0,11.0,14487.679259795199
South Carolina,2005,6545417732,701544,46914,4270150,161908492093,29.0,4.54,4.54,17.0,17.0,9330.017407318714
South Dakota,2005,1090022045,122008,9064,775493,33940362021,36.0,3.61,3.61,46.0,46.0,8934.021088781063
Tennessee,2005,7676970079,939571,60022,5991057,244282611820,26.0,3.53,3.53,47.0,47.0,8170.718422556677
Texas,2005,38895633954,4525394,294547,22778123,969448130010,32.0,4.51,4.51,19.0,19.0,8594.971830961016
Utah,2005,3192189012,508248,22287,2457719,92104101768,33.0,3.89,3.89,38.0,38.0,6280.770434905794
Vermont,2005,1421819338,96523,8720,621215,28239940931,40.0,5.65,5.65,2.0,2.0,14730.368285279157
Virginia,2005,13179855844,1214411,93732,7577105,396492186483,36.0,3.73,3.73,43.0,43.0,10852.879168584606
Washington,2005,9467420518,1031985,53125,6257305,306523354288,37.0,3.47,3.47,49.0,49.0,9173.990433969486
West Virginia,2005,3046559307,280692,19958,1820492,63508282575,23.0,5.39,5.39,3.0,3.0,10853.744698815784
Wisconsin,2005,10048215708,875174,60521,5546166,248225477811,36.0,4.55,4.55,15.0,15.0,11481.391938060317
Wyoming,2005,1109185391,86420,6657,514157,25554996716,36.0,4.87,4.88,7.0,7.0,12834.822853506133
Alabama,2006,6998448395,743632,57757,4628981,181463893185,,4.25,4.25,22.0,22.0,9411.171648073241
Alaska,2006,1831484474,132608,7912,675302,34657256424,,5.83,5.83,1.0,1.0,13811.266846645753
Arizona,2006,8758629673,1064864,51376,6029141,261400313207,,3.69,3.69,43.0,43.0,8225.115764078793
Arkansas,2006,4479993906,475849,32997,2821761,103831898787,,4.76,4.76,11.0,11.0,9414.738511586658
California,2006,64271769895,6279605,309222,36021202,1895010712821,,3.74,3.74,41.0,41.0,10235.002025605114
Colorado,2006,7372767519,793569,45841,4720423,236836856002,,3.43,3.43,48.0,48.0,9290.644567769154
Connecticut,2006,8803162043,574909,39687,3517460,237180344916,,4.09,4.09,26.0,26.0,15312.270364527256
Delaware,2006,1611155684,122254,7998,859268,44080452287,,4.03,4.03,28.0,28.0,13178.756392428877
District of Columbia,2006,1266332789,67673,5481,570681,40000083982,,3.49,3.49,46.0,46.0,18712.52625123757
Florida,2006,25648175526,2671513,158962,18166990,873066821442,,3.24,3.24,51.0,51.0,9600.617899295268
Georgia,2006,16617690809,1629157,108535,9155813,396967562724,,4.62,4.62,12.0,12.0,10200.177643406989
Hawaii,2006,2291936297,180555,11226,1309731,63374329570,,3.99,3.99,29.0,29.0,12693.840087507962
Idaho,2006,1991932398,267600,14521,1468669,57699762719,,3.81,3.81,38.0,38.0,7443.693565022421
Illinois,2006,22778845076,2118276,133857,12643955,635567361826,,3.95,3.95,32.0,32.0,10753.483056976522
Indiana,2006,10642830250,1045940,60592,6332669,261775926084,,4.48,4.48,15.0,15.0,10175.37358739507
Iowa,2006,4742484146,483122,35181,2982644,128220986620,,4.08,4.08,27.0,27.0,9816.328269050053
Kansas,2006,4863003323,465292,33608,2762931,122418423900,,4.38,4.38,19.0,19.0,10451.508564514326
Kentucky,2006,6079061646,642140,42413,4219239,161079051113,,4.16,4.16,24.0,24.0,9466.878945401315
Louisiana,2006,6769094678,675851,44660,4302665,179548330011,,4.16,4.16,25.0,25.0,10015.661259656345
Maine,2006,2531267336,193986,16684,1323619,57102531994,,4.89,4.89,7.0,7.0,13048.71143278381
Maryland,2006,11442101195,851640,56685,5627367,323081447426,,3.9,3.9,34.0,34.0,13435.373156498052
Massachusetts,2006,13877418879,968097,73596,6410084,384386718775,,3.98,3.98,30.0,30.0,14334.740092160186
Michigan,2006,19065783904,1676245,98069,10036081,423120968613,,4.97,4.97,6.0,6.0,11374.10337033071
Minnesota,2006,9032839948,840565,51107,5163555,256583968657,,3.88,3.88,36.0,36.0,10746.152823398548
Mississippi,2006,4137814490,484765,31433,2904978,101088362335,,4.51,4.51,14.0,14.0,8535.712128557136
Missouri,2006,8917743423,920353,67076,5842704,248481480167,,3.96,3.96,31.0,31.0,9689.481560879358
Montana,2006,1479374019,144228,10369,952692,38001648483,,4.29,4.29,21.0,21.0,10257.19013645062
Nebraska,2006,3166496417,287580,21359,1772693,79477684828,,4.39,4.39,18.0,18.0,11010.83669587593
Nevada,2006,3710975672,423184,21744,2522658,125475575229,,3.26,3.26,50.0,50.0,8769.17764376725
New Hampshire,2006,2517738590,203551,15536,1308389,70729842168,,3.92,3.92,33.0,33.0,12369.07993574092
New Jersey,2006,25156480260,1328896,112673,8661679,519846846749,,5.34,5.34,3.0,3.0,18930.360434526105
New Mexico,2006,3254877102,328220,22021,1962137,74930456592,,4.79,4.79,10.0,10.0,9916.75431722625
New York,2006,48949568866,2685675,218989,19104631,1054989449821,,5.12,5.12,5.0,5.0,18226.169907378964
North Carolina,2006,12605365405,1444481,95664,8917270,382585151921,,3.63,3.63,44.0,44.0,8726.570584867506
North Dakota,2006,939346367,96670,8003,649422,26700888219,,3.88,3.88,37.0,37.0,9717.041139960691
Ohio,2006,20453253644,1836096,117982,11481213,490179929260,,4.6,4.6,13.0,13.0,11139.533904545297
Oklahoma,2006,5323653216,635413,41833,3594090,154336893719,,3.8,3.8,39.0,39.0,8378.256686595962
Oregon,2006,5647627153,561543,28346,3670883,160176580241,,3.89,3.89,35.0,35.0,10057.33693234534
Pennsylvania,2006,22865933310,1866608,122397,12510809,594749929224,,4.24,4.24,23.0,23.0,12249.992130109804
Rhode Island,2006,2285699697,151612,14180,1063096,52137942228,,4.83,4.83,9.0,9.0,15075.981432868111
South Carolina,2006,6749679360,703119,48212,4357847,168272818932,,4.42,4.42,16.0,16.0,9599.625895474308
South Dakota,2006,1094874751,121158,9129,783033,34429638771,,3.51,3.51,45.0,45.0,9036.751605341786
Tennessee,2006,7816593496,963708,59596,6088766,250373294108,,3.44,3.44,47.0,47.0,8110.956322869583
Texas,2006,40461681756,4599509,302425,23359580,1026154255488,,4.35,4.35,20.0,20.0,8796.956752557719
Utah,2006,3348266901,523586,22993,2525507,98825560368,,3.74,3.74,42.0,42.0,6394.87476937886
Vermont,2006,1457002382,95399,8851,622892,28885067724,,5.56,5.56,2.0,2.0,15272.721747607417
Virginia,2006,13969772773,1220440,103944,7673725,407595719696,,3.78,3.78,40.0,40.0,11446.505172724592
Washington,2006,9807873062,1026774,53508,6370753,321389627030,,3.36,3.36,49.0,49.0,9552.124481141907
West Virginia,2006,3073187655,281938,19940,1827912,65240019354,,5.19,5.19,4.0,4.0,10900.22506721336
Wisconsin,2006,10119022867,876700,60127,5577655,253303449537,,4.4,4.4,17.0,17.0,11542.172769476445
Wyoming,2006,1260234262,85193,6706,522667,28462831351,,4.88,4.88,8.0,8.0,14792.697310811922
Alabama,2007,7339736877,744516,56134,4672840,186530889401,24.0,4.43,4.43,16.0,16.0,9858.400460164725
Alaska,2007,2060811103,131029,7903,680300,36539001987,30.0,6.35,6.35,1.0,1.0,15727.90071663525
Arizona,2007,9027146285,1087262,52625,6167681,270300496627,26.0,3.76,3.76,42.0,42.0,8302.641207914927
Arkansas,2007,4464971654,478426,35089,2848650,108382177279,29.0,4.64,4.64,12.0,12.0,9332.627520243464
California,2007,66142070062,6268402,307366,36250311,1936703764283,24.0,3.85,3.85,37.0,37.0,10551.663735350732
Colorado,2007,7883658096,801867,46973,4803868,247205134765,37.0,3.59,3.59,45.0,45.0,9831.628058019596
Connecticut,2007,8955782470,570626,39115,3527270,249917129098,40.0,4.04,4.04,29.0,29.0,15694.662475947469
Delaware,2007,1600194203,122574,8038,871749,44500610131,34.0,4.05,4.05,27.0,27.0,13054.923580857278
District of Columbia,2007,1377655681,72989,5383,574404,42222471215,13.0,3.68,3.68,44.0,44.0,18874.839784077052
Florida,2007,26022715527,2666811,162851,18367842,890737988968,33.0,3.29,3.29,51.0,51.0,9757.990171406973
Georgia,2007,17220244029,1649589,113597,9349988,406714411601,28.0,4.77,4.77,10.0,10.0,10439.111820580763
Hawaii,2007,2280392068,179701,11271,1315675,65418857836,25.0,3.93,3.93,36.0,36.0,12689.92419630386
Idaho,2007,2031946020,272119,14770,1505105,60153202519,35.0,3.8,3.8,40.0,40.0,7467.1229131372675
Illinois,2007,23498629494,2112805,140988,12695866,658877474146,32.0,4.02,4.02,33.0,33.0,11122.005814071814
Indiana,2007,9970860543,1046766,61346,6379599,265498330656,35.0,4.23,4.23,23.0,23.0,9525.39587930827
Iowa,2007,4833297208,485114,35653,2999212,134564488396,38.0,4.05,4.05,28.0,28.0,9963.219383485119
Kansas,2007,4977548560,466091,35297,2783785,128891795143,39.0,4.35,4.35,19.0,19.0,10679.349225794962
Kentucky,2007,6254865490,666016,43371,4256672,164793790108,30.0,4.28,4.28,21.0,21.0,9391.464304160862
Louisiana,2007,7320416964,681038,45951,4375581,192711522894,21.0,4.28,4.28,22.0,22.0,10748.911167952449
Maine,2007,2479441399,196105,16826,1327040,57990293054,38.0,4.82,4.82,9.0,9.0,12643.437949057903
Maryland,2007,12043587348,845700,58443,5653408,329427532509,36.0,4.12,4.12,26.0,26.0,14240.96884001419
Massachusetts,2007,14161802413,962308,73157,6431559,395663527572,48.0,4.03,4.03,32.0,32.0,14716.49660295872
Michigan,2007,18319717719,1672949,98037,10001284,426094144076,31.0,4.84,4.84,8.0,8.0,10950.553614605107
Minnesota,2007,9051900139,837578,51880,5207203,266024883942,40.0,3.83,3.83,38.0,38.0,10807.23244760488
Mississippi,2007,4187851220,485444,32351,2928350,105310044989,19.0,4.48,4.48,14.0,14.0,8626.847216156755
Missouri,2007,9159730126,917188,67521,5887612,255199070830,33.0,4.04,4.04,30.0,30.0,9986.753125858602
Montana,2007,1495836274,142753,10398,964706,40062868015,40.0,4.21,4.21,24.0,24.0,10478.492739206882
Nebraska,2007,3190864267,291244,21459,1783440,83839651059,36.0,4.29,4.29,20.0,20.0,10955.982842564998
Nevada,2007,3775987787,428144,22908,2601072,128043799444,24.0,3.32,3.32,49.0,49.0,8819.434085261033
New Hampshire,2007,2577476305,200772,15515,1312540,71796520221,42.0,4.04,4.04,31.0,31.0,12837.82751080828
New Jersey,2007,26165553142,1323513,112301,8677885,539001495807,43.0,5.47,5.47,3.0,3.0,19769.774185822127
New Mexico,2007,3284042612,329459,22016,1990070,77658527749,21.0,4.76,4.76,11.0,11.0,9967.985734188473
New York,2007,49891775941,2656834,218879,19132335,1113323696241,36.0,5.05,5.05,5.0,5.0,18778.657583048094
North Carolina,2007,12335499823,1458035,112304,9118037,403498273110,32.0,3.44,3.44,47.0,47.0,8460.35919782447
North Dakota,2007,952124775,95052,8007,652822,29005126549,36.0,3.7,3.7,43.0,43.0,10016.883127130413
Ohio,2007,20295102481,1827184,110459,11500468,500217907368,39.0,4.57,4.57,13.0,13.0,11107.311842157113
Oklahoma,2007,5299173428,638481,42206,3634349,156575028035,28.0,3.81,3.81,39.0,39.0,8299.657198882975
Oregon,2007,5811286190,564702,29940,3722417,164112699555,33.0,3.99,3.99,34.0,34.0,10290.890044660724
Pennsylvania,2007,22728335748,1792835,123114,12563937,618765746884,40.0,4.14,4.14,25.0,25.0,12677.315953782696
Rhode Island,2007,2293100236,147629,11381,1057315,53138533111,30.0,4.86,4.86,6.0,6.0,15532.85760927731
South Carolina,2007,6933002344,712319,49284,4444110,175579438226,28.0,4.45,4.45,15.0,15.0,9733.002129663817
South Dakota,2007,1114935453,121606,9070,791623,37476756654,37.0,3.35,3.35,48.0,48.0,9168.424691215894
Tennessee,2007,8100161310,951776,62176,6175727,257109357171,27.0,3.55,3.55,46.0,46.0,8510.575292926067
Texas,2007,41931390379,4674832,311649,23831983,1069459113499,31.0,4.42,4.42,17.0,17.0,8969.603694635443
Utah,2007,3700716680,576244,23640,2597746,105366986217,33.0,3.96,3.96,35.0,35.0,6422.134859538668
Vermont,2007,1456858156,94038,8859,623481,29780506876,44.0,5.51,5.51,2.0,2.0,15492.228205619005
Virginia,2007,14100226112,1230857,79688,7751000,420205563976,37.0,3.78,3.78,41.0,41.0,11455.616787327854
Washington,2007,10024390749,1030247,53743,6461587,341263960568,37.0,3.31,3.31,50.0,50.0,9730.084871880239
West Virginia,2007,3052972952,282535,19633,1834052,66283017497,27.0,5.19,5.19,4.0,4.0,10805.645148388696
Wisconsin,2007,10061554062,874633,59089,5610775,259560034129,37.0,4.37,4.37,18.0,18.0,11503.743926881332
Wyoming,2007,1280220677,86422,6737,534876,29711565132,37.0,4.85,4.85,7.0,7.0,14813.59696605031
Alabama,2008,6990613758,745668,50420,4718206,184792669204,,4.09,4.09,21.0,21.0,9374.968160092696
Alaska,2008,2099449588,130662,7613,687455,38545854945,,5.88,5.88,1.0,1.0,16067.790084339747
Arizona,2008,9127290036,1087378,54032,6280362,262270482322,,3.76,3.76,38.0,38.0,8393.852033055662
Arkansas,2008,4435482617,478400,33882,2874554,107813103045,,4.44,4.45,12.0,12.0,9271.493764632107
California,2008,62838482529,6245031,305371,36604337,1886574474480,,3.6,3.6,42.0,42.0,10062.157021958737
Colorado,2008,7517142892,818443,47761,4889730,245116836489,,3.31,3.31,48.0,48.0,9184.687133984895
Connecticut,2008,9107980938,567198,39304,3545579,254660561470,,3.86,3.86,35.0,35.0,16057.850940941258
Delaware,2008,1588494073,125430,8198,883874,42266091076,,4.06,4.06,23.0,23.0,12664.387092402136
District of Columbia,2008,1414999470,68654,6347,580236,41642665881,,3.67,3.67,40.0,40.0,20610.59035161826
Florida,2008,24398722033,2631020,190615,18527305,853864120615,,3.09,3.09,51.0,51.0,9273.484060554461
Georgia,2008,16710243361,1655792,116857,9504843,392602281180,,4.6,4.6,8.0,8.0,10091.994260752559
Hawaii,2008,2327579634,179296,11397,1332213,65830013423,,3.82,3.82,36.0,36.0,12981.771115920043
Idaho,2008,2047595319,275154,15013,1534320,58955191784,,3.75,3.75,39.0,39.0,7441.633845046774
Illinois,2008,24573640732,2119707,136445,12747038,647651764151,,4.1,4.1,19.0,19.0,11592.942200030477
Indiana,2008,10125222138,1046147,62334,6424806,265777938937,,4.12,4.12,18.0,18.0,9678.584499119148
Iowa,2008,4948624869,487559,36089,3016734,136516848487,,3.92,3.92,31.0,31.0,10149.796986621106
Kansas,2008,5027213551,467879,35359,2808076,134505894169,,4.04,4.04,24.0,24.0,10744.68730376871
Kentucky,2008,6157082701,669769,43536,4289878,165013803240,,4.03,4.03,25.0,25.0,9192.845146610249
Louisiana,2008,7610629983,684873,48610,4435586,197361221764,,4.17,4.17,17.0,17.0,11112.469002282174
Maine,2008,2458326543,192563,16558,1330509,57892703336,,4.59,4.59,10.0,10.0,12766.349418112513
Maryland,2008,12124005257,843781,59320,5684965,329970419048,,3.97,3.97,30.0,30.0,14368.663500363245
Massachusetts,2008,14576771798,958187,70719,6468967,394371803552,,3.99,3.99,28.0,28.0,15212.867423582244
Michigan,2008,18007824974,1642197,96204,9946889,416989960872,,4.67,4.67,6.0,6.0,10965.691067515043
Minnesota,2008,9603722910,836048,52975,5247018,265582773619,,3.91,3.91,32.0,32.0,11487.047286758656
Mississippi,2008,4149317710,484118,33560,2947806,105503177066,,4.25,4.25,15.0,15.0,8570.880880281255
Missouri,2008,9232370228,917871,68430,5923916,257758311830,,3.87,3.87,34.0,34.0,10058.461622602741
Montana,2008,1501973053,141899,10519,976415,40420357939,,4.01,4.01,26.0,26.0,10584.803649074342
Nebraska,2008,3193725665,292590,21930,1796378,84853347704,,4.07,4.07,22.0,22.0,10915.36164940702
Nevada,2008,3771542530,433083,23423,2653630,120698946032,,3.38,3.38,46.0,46.0,8708.590570398746
New Hampshire,2008,2604935386,197934,15484,1315906,70608275739,,3.99,3.99,29.0,29.0,13160.626198631868
New Jersey,2008,24523061354,1329304,111500,8711090,531970985817,,4.98,4.98,5.0,5.0,18448.046010543865
New Mexico,2008,3332492855,330245,22300,2010662,78961046052,,4.56,4.56,11.0,11.0,10090.971415161472
New York,2008,50867595512,2629919,211854,19212436,1090321112599,,5.04,5.04,3.0,3.0,19341.886769896715
North Carolina,2008,13176614208,1488645,106562,9309449,411994104492,,3.46,3.46,43.0,43.0,8851.4146811362
North Dakota,2008,971144699,94728,8068,657569,31183237438,,3.36,3.36,47.0,47.0,10251.928669453593
Ohio,2008,20277143433,1817163,109766,11515391,494855756067,,4.43,4.43,13.0,13.0,11158.681655415612
Oklahoma,2008,5315315499,643459,46709,3668976,166167533235,,3.46,3.46,44.0,44.0,8260.534857698782
Oregon,2008,5783635381,563295,30013,3768748,164042086627,,3.81,3.81,37.0,37.0,10267.50704515396
Pennsylvania,2008,22833837822,1767395,135234,12612285,614802106116,,4.01,4.01,27.0,27.0,12919.487619915186
Rhode Island,2008,2237506119,145342,11271,1055003,51728790745,,4.67,4.67,7.0,7.0,15394.76626852527
South Carolina,2008,6930914036,718113,47368,4528996,175303430810,,4.27,4.27,14.0,14.0,9651.564636763294
South Dakota,2008,1129625840,126624,9416,799124,38388736295,,3.18,3.18,50.0,50.0,8921.103740207227
Tennessee,2008,8124596029,971950,64659,6247411,255521660916,,3.44,3.44,45.0,45.0,8359.06788312156
Texas,2008,42555659572,4752148,321929,24309039,1121026065836,,4.1,4.1,20.0,20.0,8955.036663841278
Utah,2008,3805784750,559778,24336,2663029,105875188936,,3.88,3.88,33.0,33.0,6798.739410980782
Vermont,2008,1478196565,92446,8749,624151,29979835403,,5.33,5.33,2.0,2.0,15989.838013543042
Virginia,2008,14125146792,1235795,71861,7833496,417963086620,,3.65,3.65,41.0,41.0,11430.00804502365
Washington,2008,10396559442,1037018,53960,6562231,343362728954,,3.27,3.27,49.0,49.0,10025.4377860365
West Virginia,2008,3136286926,282729,20306,1840310,67548924332,,5.02,5.02,4.0,4.0,11092.908495414336
Wisconsin,2008,10141259273,873750,58914,5640996,257745981891,,4.25,4.25,16.0,16.0,11606.591442632332
Wyoming,2008,1326623216,87161,6915,546043,31157990420,,4.6,4.6,9.0,9.0,15220.376269202969
Alabama,2009,6696480023,748889,47492,4757938,182129647088,24.0,4.08,4.08,28.0,28.0,8941.88594437894
Alaska,2009,2105277903,131661,8083,698895,38618054962,31.0,6.04,6.04,1.0,1.0,15990.140611114908
Arizona,2009,8522196030,1077831,51947,6343154,248844061537,27.0,3.8,3.8,38.0,38.0,7906.801743501533
Arkansas,2009,4323269162,480559,37240,2896843,105942443188,30.0,4.52,4.52,10.0,10.0,8996.333773792605
California,2009,58815300468,6263438,316299,36961229,1824302082622,25.0,3.57,3.57,44.0,44.0,9390.258268382317
Colorado,2009,7543050222,832368,49060,4972195,233377422758,39.0,3.58,3.58,43.0,43.0,9062.157870076697
Connecticut,2009,8787298696,563968,43593,3561807,250765549370,43.0,3.88,3.88,36.0,36.0,15581.200876645484
Delaware,2009,1582830923,126801,8640,891730,42595093379,33.0,4.12,4.12,24.0,24.0,12482.795269753393
District of Columbia,2009,1370259694,69433,5854,592228,42025267992,15.0,3.61,3.61,42.0,42.0,19734.99192026846
Florida,2009,23764722541,2634522,183827,18652644,801666723519,34.0,3.29,3.29,50.0,50.0,9020.506392051386
Georgia,2009,16218005602,1667685,115918,9620846,384481051856,29.0,4.68,4.68,9.0,9.0,9724.861470841315
Hawaii,2009,2278711396,180196,11472,1346717,65376134800,27.0,3.86,3.86,37.0,37.0,12645.737952007814
Idaho,2009,1914463050,276299,15201,1554439,56908581194,36.0,3.73,3.73,39.0,39.0,6928.953959297717
Illinois,2009,23411173774,2104175,138483,12796778,616560343355,34.0,4.21,4.21,19.0,19.0,11126.058324046242
Indiana,2009,10067891120,1046661,62258,6459325,258587089563,36.0,4.32,4.32,15.0,15.0,9619.056332470589
Iowa,2009,4936810034,491842,35842,3032870,132217333636,35.0,4.14,4.14,22.0,22.0,10037.390125284135
Kansas,2009,4828352793,474489,34700,2832704,129982406622,38.0,4.12,4.12,25.0,25.0,10175.90037492966
Kentucky,2009,6070733775,680089,41981,4317074,162968886905,33.0,4.13,4.13,23.0,23.0,8926.381363321565
Louisiana,2009,7425936218,690915,49646,4491648,192232836690,20.0,4.28,4.28,17.0,17.0,10747.973655225318
Maine,2009,2330409263,189225,16331,1329590,57836689870,38.0,4.47,4.47,12.0,12.0,12315.546376007398
Maryland,2009,11966648803,848412,58463,5730388,327977358953,39.0,4.04,4.04,29.0,29.0,14104.761369476151
Massachusetts,2009,14137870743,957053,69909,6517613,389768782580,50.0,4.02,4.02,31.0,31.0,14772.296563513202
Michigan,2009,17170088016,1649082,92691,9901591,395560833423,31.0,4.81,4.81,7.0,7.0,10411.906755394819
Minnesota,2009,9042228159,837053,52839,5281203,254281820452,44.0,3.94,3.94,34.0,34.0,10802.455948428595
Mississippi,2009,3961024672,492481,33103,2958774,103696716022,20.0,4.23,4.23,18.0,18.0,8042.9999776641125
Missouri,2009,8989316072,917982,67796,5961088,253195231292,37.0,3.94,3.94,35.0,35.0,9792.47531215209
Montana,2009,1462932134,141807,10521,983982,39574924911,40.0,4.1,4.1,27.0,27.0,10316.360504065384
Nebraska,2009,3165800089,295368,22256,1812683,83552672476,35.0,4.2,4.2,20.0,20.0,10718.155280869965
Nevada,2009,3659515822,428947,22104,2684665,113705169512,26.0,3.57,3.57,45.0,45.0,8531.393906473293
New Hampshire,2009,2530802684,197140,15491,1316102,69358690686,45.0,4.04,4.04,30.0,30.0,12837.590970883635
New Jersey,2009,24767980290,1396029,115248,8755602,515458246351,44.0,5.33,5.33,2.0,2.0,17741.73766447545
New Mexico,2009,3194347012,334419,22724,2036802,78256254674,22.0,4.52,4.52,11.0,11.0,9551.930398691462
New York,2009,49455044269,2766052,214804,19307066,1071538210563,36.0,5.12,5.12,4.0,4.0,17879.28942369847
North Carolina,2009,12286537331,1483397,105036,9449566,397158786282,35.0,3.43,3.43,48.0,48.0,8282.70337003513
North Dakota,2009,971447069,95073,8366,664968,30946308176,39.0,3.48,3.48,46.0,46.0,10217.906966225954
Ohio,2009,19101441117,1764297,111378,11528896,480897878765,38.0,4.4,4.4,13.0,13.0,10826.658503075163
Oklahoma,2009,5130313816,654802,42615,3717572,154220294573,27.0,3.69,3.69,40.0,40.0,7834.908592215662
Oregon,2009,5654684246,582839,28768,3808600,158635678272,34.0,3.95,3.95,33.0,33.0,9701.966145024613
Pennsylvania,2009,22279142827,1785993,130984,12666858,600603354216,41.0,4.11,4.11,26.0,26.0,12474.372982984816
Rhode Island,2009,2173568301,145118,11366,1053646,50423324970,33.0,4.78,4.78,8.0,8.0,14977.937271737483
South Carolina,2009,6657120632,723143,46980,4589872,170950081512,29.0,4.32,4.32,16.0,16.0,9205.814938400841
South Dakota,2009,1071744732,123713,9326,807067,37324619420,38.0,3.18,3.18,51.0,51.0,8663.153686354708
Tennessee,2009,7950889135,972549,65361,6306019,253617845918,27.0,3.48,3.48,47.0,47.0,8175.309557667531
Texas,2009,41852023146,4850210,333164,24801761,1068861181693,32.0,4.34,4.34,14.0,14.0,8628.909500001031
Utah,2009,3651241363,571586,25615,2723421,101774523831,35.0,3.98,3.98,32.0,32.0,6387.912515352021
Vermont,2009,1397749909,91451,8734,624817,29541114544,44.0,5.24,5.24,3.0,3.0,15284.140239035112
Virginia,2009,13596978943,1245340,70827,7925937,410537356629,37.0,3.67,3.67,41.0,41.0,10918.286526571057
Washington,2009,10067869546,1035347,53448,6667426,328406430191,38.0,3.4,3.4,49.0,49.0,9724.150015405463
West Virginia,2009,3048850059,282662,20299,1847775,68027924186,24.0,4.97,4.97,6.0,6.0,10786.204226249018
Wisconsin,2009,9599072224,872436,58426,5669264,253370146790,38.0,4.2,4.2,21.0,21.0,11002.609044101802
Wyoming,2009,1324366788,88155,7166,559851,28745659903,36.0,5.11,5.11,5.0,5.0,15023.161340820147
Alabama,2010,6319771630,755552,49363,4785579,184757900069,,3.75,3.75,31.0,31.0,8364.442990025835
Alaska,2010,2098684462,132104,8171,714015,40372372706,,5.71,5.71,1.0,1.0,15886.607990674014
