State,Year,Inflation Adjusted Total Spending,Num Students,Num Teachers,Population,Personal Income,NAEP Scores,Effort,Alternative Effort,Alternative Effort Ranked,Effort Ranked,Inflation Adjusted Exp Per Student
Arizona,2010,7782967800,1071751,50031,6407002,246536193501,,3.47,3.47,39.0,39.0,7261.917926831886
Arkansas,2010,4167410927,482114,34273,2921737,106714460782,,4.29,4.29,9.0,9.0,8644.036321285008
California,2010,54460446468,6289578,260806,37327690,1862783184682,,3.21,3.21,47.0,47.0,8658.839506879476
Colorado,2010,7504488208,843316,48543,5048029,234924294816,,3.51,3.51,38.0,38.0,8898.785518121322
Connecticut,2010,8377734110,560546,42951,3580171,254203029910,,3.62,3.62,36.0,36.0,14945.667456372894
Delaware,2010,1583979788,129403,8933,899712,42010314795,,4.14,4.14,13.0,13.0,12240.67284375169
District of Columbia,2010,1324337721,71284,5925,605040,44018764211,,3.3,3.3,44.0,44.0,18578.330635205657
Florida,2010,22952718162,2643347,175609,18846461,829407934754,,3.04,3.04,50.0,50.0,8683.202834134148
Georgia,2010,15488302537,1677067,112460,9712696,383511574311,,4.43,4.43,7.0,7.0,9235.351084363356
Hawaii,2010,2193870394,179601,11396,1363817,65406840187,,3.68,3.68,33.0,33.0,12215.245984153764
Idaho,2010,1721819508,275859,15673,1570912,57419599017,,3.29,3.29,45.0,45.0,6241.66515502485
Illinois,2010,21969785029,2091654,132983,12841196,618266344009,,3.9,3.9,22.0,22.0,10503.546489524559
Indiana,2010,9990263867,1047232,58121,6490029,263220576575,,4.17,4.17,12.0,12.0,9539.685444104076
Iowa,2010,4901982407,495775,34642,3050223,132974725276,,4.05,4.05,16.0,16.0,9887.514309918814
Kansas,2010,4602057509,483701,34644,2858403,129348466309,,3.91,3.91,21.0,21.0,9514.260894643592
Kentucky,2010,5772658825,673128,42042,4347948,164838927398,,3.84,3.84,27.0,27.0,8575.87089676852
Louisiana,2010,7148064166,696558,48655,4544871,195718236624,,4.01,4.01,18.0,18.0,10261.979858102268
Maine,2010,2221143402,189077,15384,1327568,57572766449,,4.24,4.24,11.0,11.0,11747.295556836632
Maryland,2010,11721913550,852211,58428,5788099,331122936324,,3.89,3.89,23.0,23.0,13754.708106325781
Massachusetts,2010,13569149753,955563,68754,6564943,398559387970,,3.74,3.74,32.0,32.0,14200.162368153644
Michigan,2010,15600304034,1587067,88615,9876731,399879899421,,4.28,4.28,10.0,10.0,9829.644264545857
Minnesota,2010,8287907280,838037,52672,5310711,258832827248,,3.52,3.52,37.0,37.0,9889.667496781169
Mississippi,2010,3689426532,490526,32255,2970437,105004224581,,3.86,3.86,24.0,24.0,7521.367943799106
Missouri,2010,8670625950,918710,66735,5995681,252558224456,,3.77,3.77,29.0,29.0,9437.826898586061
Montana,2010,1411040716,141693,10361,990507,40678936349,,3.81,3.81,28.0,28.0,9958.436309486002
Nebraska,2010,3120881217,298500,22345,1829956,85636723299,,4.0,4.0,19.0,19.0,10455.213457286432
Nevada,2010,3629581775,437149,21839,2702797,115082389938,,3.46,3.46,40.0,40.0,8302.848170760999
New Hampshire,2010,2415755491,194711,15365,1316700,70469143918,,3.76,3.76,30.0,30.0,12406.877325882975
New Jersey,2010,24864320862,1402548,110202,8803708,517573685402,,5.27,5.27,2.0,2.0,17727.96429213118
New Mexico,2010,2986702309,338122,22437,2064607,79214901325,,4.14,4.14,14.0,14.0,8833.209045847358
New York,2010,46413830345,2734955,211606,19405185,1086778522060,,4.69,4.69,6.0,6.0,16970.601104954196
North Carolina,2010,11215940492,1490605,98357,9574247,390785826234,,3.15,3.15,49.0,49.0,7524.421622093043
North Dakota,2010,979850023,96323,8417,674518,33567117401,,3.21,3.2,48.0,48.0,10172.544698566282
Ohio,2010,18215450872,1754191,109282,11539282,482776195413,,4.14,4.14,15.0,15.0,10383.96096662222
Oklahoma,2010,4814420680,659911,41278,3759529,157162825447,,3.36,3.36,42.0,42.0,7295.560583169548
Oregon,2010,5271028767,570720,28109,3837073,158564324606,,3.65,3.65,35.0,35.0,9235.752675567705
Pennsylvania,2010,21438659787,1793284,129911,12711063,611377012480,,3.85,3.85,25.0,25.0,11954.971876735643
Rhode Island,2010,2073806412,143793,11212,1053169,51773794861,,4.4,4.4,8.0,8.0,14422.165279255596
South Carolina,2010,6250540877,725838,45210,4635834,172113636879,,3.99,3.99,20.0,20.0,8611.482007004317
South Dakota,2010,1046972651,126128,9512,816227,38430497932,,2.99,2.99,51.0,51.0,8300.874119941647
Tennessee,2010,7830551164,987422,66558,6355882,259191094907,,3.32,3.32,43.0,43.0,7930.298458004784
Texas,2010,40443610407,4935715,334997,25241648,1105173026946,,4.02,4.02,17.0,17.0,8194.07328158129
Utah,2010,3419707603,585552,25677,2775260,102083862718,,3.68,3.68,34.0,34.0,5840.143322881657
Vermont,2010,1415258629,96858,8382,625842,29671585742,,5.24,5.24,3.0,3.0,14611.68544673646
Virginia,2010,12809728788,1251440,70947,8025206,417568735982,,3.37,3.37,41.0,41.0,10235.991168573802
Washington,2010,9730643684,1043788,53934,6741386,329167334820,,3.25,3.25,46.0,46.0,9322.43298830797
West Virginia,2010,2935510401,282879,20338,1854315,68550947754,,4.7,4.7,5.0,5.0,10377.265194659201
Wisconsin,2010,8894961311,872286,57625,5690403,253841216178,,3.85,3.85,26.0,26.0,10197.29917825117
Wyoming,2010,1313791364,89009,7127,564376,29518075142,,4.89,4.89,4.0,4.0,14760.208113786246
Alabama,2011,6093131882,744621,47723,4798649,189024207315,26.0,3.58,3.58,30.0,30.0,8182.863338530608
Alaska,2011,2106033943,131167,8088,722259,42576221841,32.0,5.5,5.5,1.0,1.0,16056.126487607402
Arizona,2011,7466876196,1080319,50800,6465488,254780326374,30.0,3.26,3.26,39.0,39.0,6911.732734497866
Arkansas,2011,4091683286,483114,33983,2938640,112070442190,31.0,4.06,4.06,9.0,9.0,8469.394979238854
California,2011,52414241023,6287834,268689,37672654,1956098926906,27.0,2.98,2.98,46.0,46.0,8335.818188425457
Colorado,2011,7510405219,854265,48078,5116411,251165020113,42.0,3.33,3.32,37.0,37.0,8791.657411927212
Connecticut,2011,8096543064,554437,43805,3591927,257666290941,43.0,3.49,3.49,34.0,34.0,14603.179556919902
Delaware,2011,1576761473,128946,8587,907884,44824800294,35.0,3.91,3.91,13.0,14.0,12228.075884478774
District of Columbia,2011,1249200000,73911,6278,620336,47031621684,18.0,2.95,2.95,48.0,49.0,16901.408450704224
Florida,2011,22548234104,2668156,175006,19097369,860616108753,33.0,2.91,2.91,50.0,50.0,8450.867979233599
Georgia,2011,15142860659,1685016,111133,9810595,403544984703,31.0,4.17,4.17,8.0,8.0,8986.775590854924
Hawaii,2011,2150400000,182706,11458,1378323,67581836903,31.0,3.54,3.54,33.0,33.0,11769.72841614397
Idaho,2011,1633751749,279873,15990,1583180,59745915795,36.0,3.04,3.04,45.0,45.0,5837.475387050555
Illinois,2011,21287618090,2083097,131777,12862298,639262930405,35.0,3.7,3.7,21.0,21.0,10219.215951057487
Indiana,2011,9950300000,1040765,62339,6515358,276144072730,36.0,4.01,4.01,11.0,11.0,9560.563623872824
Iowa,2011,4858206577,495870,34658,3063690,141321771357,36.0,3.82,3.82,17.0,17.0,9797.339175590376
Kansas,2011,4442948831,486108,37407,2868756,137946877728,40.0,3.58,3.58,31.0,31.0,9139.83894731212
Kentucky,2011,5628412495,681987,41860,4368505,170292168907,35.0,3.68,3.67,22.0,22.0,8252.961559384563
Louisiana,2011,6986236818,703390,48657,4574388,199336626155,23.0,3.9,3.9,15.0,15.0,9932.237902159543
Maine,2011,2143612818,188969,14888,1327968,59005093722,39.0,4.04,4.04,10.0,10.0,11343.727373272864
Maryland,2011,11610627661,854086,57589,5843115,344613500466,43.0,3.74,3.75,19.0,19.0,13594.21376887105
Massachusetts,2011,13229521784,953369,69342,6612178,411653395971,52.0,3.57,3.57,32.0,32.0,13876.601592877469
Michigan,2011,14967834630,1573537,86997,9876199,417206072384,32.0,3.99,3.99,12.0,12.0,9512.222864794408
Minnesota,2011,7956022677,839738,52832,5345967,272873177825,44.0,3.24,3.24,40.0,40.0,9474.410681664995
Mississippi,2011,3530080347,490619,32007,2977452,107820113423,22.0,3.64,3.64,25.0,25.0,7195.156214904029
Missouri,2011,8491880968,916584,66252,6010280,259354919558,36.0,3.64,3.64,26.0,26.0,9264.70565490997
Montana,2011,1384773548,142349,10153,996866,42857491115,42.0,3.59,3.59,28.0,28.0,9728.017393869995
Nebraska,2011,3106414132,301296,22182,1841641,94109389987,36.0,3.67,3.67,23.0,23.0,10310.173822420476
Nevada,2011,3605429706,439634,21132,2718170,117706970388,29.0,3.4,3.41,36.0,36.0,8200.980147122378
New Hampshire,2011,2351744306,191900,15049,1318345,72697471063,46.0,3.6,3.6,27.0,27.0,12255.051099531005
New Jersey,2011,24517110867,1356431,109719,8844694,533517388913,47.0,5.1,5.11,2.0,2.0,18074.720252633564
New Mexico,2011,2885345370,337225,21957,2077744,81961236111,24.0,3.92,3.91,14.0,13.0,8556.14313885388
New York,2011,46518037687,2704718,209527,19526372,1130176071846,34.0,4.57,4.58,4.0,4.0,17198.84945010903
North Carolina,2011,10648611899,1507864,97308,9662940,399621058854,37.0,2.96,2.96,47.0,47.0,7062.050621939379
North Dakota,2011,983521780,97646,8525,684830,37009813995,40.0,2.96,2.95,49.0,48.0,10072.320217930073
Ohio,2011,17696156621,1740030,107972,11543332,507625308545,39.0,3.88,3.88,16.0,16.0,10170.02960925961
Oklahoma,2011,4653947270,666120,41349,3785232,166453670582,29.0,3.11,3.11,43.0,43.0,6986.649957965532
Oregon,2011,5165718241,568208,26791,3865845,164813439638,33.0,3.49,3.48,35.0,35.0,9091.245179582125
Pennsylvania,2011,20908806072,1771395,124646,12742811,634161365336,42.0,3.67,3.67,24.0,24.0,11803.581963367855
Rhode Island,2011,2012730942,142854,11414,1052154,52975193731,36.0,4.23,4.22,7.0,7.0,14089.42656138435
South Carolina,2011,6056978871,727186,46782,4672744,179169765537,31.0,3.76,3.76,18.0,18.0,8329.339221327144
South Dakota,2011,1022274553,128016,9247,823338,41354011739,37.0,2.75,2.75,51.0,51.0,7985.521755093113
Tennessee,2011,7698483808,999693,66382,6396281,270934344487,27.0,3.16,3.16,42.0,42.0,7700.847968326276
Texas,2011,39982984052,5000470,324282,25644424,1190534949812,33.0,3.73,3.73,20.0,20.0,7995.84520095111
Utah,2011,3208391529,598832,25970,2815430,108326713264,37.0,3.29,3.29,38.0,38.0,5357.748966321105
Vermont,2011,1369016427,89908,8364,626210,30901577303,45.0,4.93,4.93,3.0,3.0,15226.85886684166
Virginia,2011,12430891876,1257883,90832,8107548,435583457138,40.0,3.17,3.17,41.0,41.0,9882.391189005655
Washington,2011,9573092411,1045453,53119,6819155,343271084048,39.0,3.1,3.1,44.0,44.0,9156.884538090188
West Virginia,2011,2861607425,282870,20247,1854891,71301254439,26.0,4.46,4.46,6.0,6.0,10116.334093399795
Wisconsin,2011,8535052995,871105,56245,5705812,264397619549,39.0,3.59,3.59,29.0,29.0,9797.961204447225
Wyoming,2011,1313660088,90099,7847,567602,31916127617,38.0,4.57,4.58,5.0,5.0,14580.184996503845
Alabama,2012,5924816437,744637,51877,4813946,188968009418,,3.44,3.44,33.0,33.0,7956.650605597089
Alaska,2012,2056567521,131489,7682,730825,42833044786,,5.27,5.27,1.0,1.0,15640.605077230795
Arizona,2012,7534756480,1089384,48866,6544211,259000429130,,3.2,3.19,38.0,38.0,6916.529414788541
Arkansas,2012,4101838306,486157,34131,2949208,116991933624,,3.85,3.85,13.0,14.0,8437.270893970466
California,2012,54592233023,6299451,266255,38019006,2025668767267,,2.95,2.96,43.0,44.0,8666.189009645444
Colorado,2012,7534710543,863561,48922,5186330,259323460528,,3.19,3.19,39.0,39.0,8725.163066650763
Connecticut,2012,8137607501,550954,43931,3597705,255163966526,,3.5,3.5,27.0,27.0,14770.030712182868
Delaware,2012,1598761762,129026,9257,916868,44111610495,,3.97,3.98,9.0,9.0,12391.004619224032
District of Columbia,2012,1224000000,76140,5925,635630,47489005459,,2.82,2.83,48.0,48.0,16075.65011820331
Florida,2012,23407399746,2692162,176537,19341327,867645275493,,2.96,2.96,44.0,43.0,8694.647553156163
Georgia,2012,15323441265,1703332,109365,9911171,403371624833,,4.16,4.17,8.0,8.0,8996.156512646976
Hawaii,2012,2150400000,184760,11608,1392772,68297957626,,3.46,3.46,30.0,31.0,11638.882875081186
Idaho,2012,1637764593,284834,14563,1594673,61391056434,,2.93,2.93,46.0,46.0,5749.8914911843385
Illinois,2012,21030380237,2072880,135701,12878494,648730046543,,3.56,3.56,24.0,24.0,10145.48851694261
Indiana,2012,9965500000,1041369,59863,6535665,281202987301,,3.89,3.89,12.0,12.0,9569.614613071832
Iowa,2012,4848269950,499825,35080,3074386,144329859932,,3.69,3.69,19.0,19.0,9699.934877207023
Kansas,2012,4454862899,489043,41243,2885316,142359084084,,3.43,3.43,34.0,34.0,9109.348051193861
Kentucky,2012,5578203756,685167,42769,4383673,171497084813,,3.57,3.57,22.0,22.0,8141.378315067714
Louisiana,2012,6959232089,710903,46493,4602681,204042771534,,3.74,3.74,15.0,15.0,9789.28502060056
Maine,2012,2098271014,185739,15222,1328101,58493396996,,3.94,3.94,10.0,10.0,11296.879029175348
Maryland,2012,11757334995,859638,57718,5891680,344717258908,,3.74,3.74,16.0,16.0,13677.076856769943
Massachusetts,2012,13231574222,954773,70636,6659627,417742147883,,3.48,3.48,29.0,29.0,13858.345619325222
Michigan,2012,14839263017,1555370,86154,9886610,422727591833,,3.86,3.85,14.0,13.0,9540.6642901689
Minnesota,2012,8465646571,845404,53585,5377695,281389107625,,3.3,3.3,37.0,36.0,10013.72902304697
Mississippi,2012,3518221908,493650,32613,2982963,108682896825,,3.55,3.55,25.0,25.0,7126.956159222121
Missouri,2012,8462581521,917900,66248,6023267,264376922599,,3.51,3.51,26.0,26.0,9219.502692014381
Montana,2012,1390531338,142908,10200,1003522,44256613756,,3.45,3.45,32.0,32.0,9730.255395079352
Nebraska,2012,3086213363,303505,22103,1854862,94365519767,,3.59,3.59,20.0,20.0,10168.575025123144
Nevada,2012,3591850277,445707,20695,2752410,119004482658,,3.3,3.31,36.0,37.0,8058.77017188422
New Hampshire,2012,2330011825,188974,14925,1320923,73845371229,,3.47,3.46,31.0,30.0,12329.801057288305
New Jersey,2012,24248087096,1372203,110929,8882095,537651534000,,4.93,4.95,2.0,2.0,17670.9182941591
New Mexico,2012,2912301500,338220,22201,2083590,81554383221,,3.93,3.92,11.0,11.0,8610.672047779552
New York,2012,47406679963,2710703,207060,19625409,1155511086098,,4.49,4.5,4.0,4.0,17488.703101372597
North Carolina,2012,10329534876,1518465,98590,9755299,415463103413,,2.73,2.73,49.0,49.0,6802.616376406437
North Dakota,2012,1021635571,101111,8677,701380,42494703843,,2.64,2.64,51.0,51.0,10104.099168240844
Ohio,2012,17369413225,1729916,106000,11546969,513154949876,,3.71,3.71,18.0,18.0,10040.61077243057
Oklahoma,2012,4652187971,673483,41775,3815298,173166153272,,2.95,2.95,45.0,45.0,6907.654641616789
Oregon,2012,5111747472,587564,26410,3893920,168851704804,,3.33,3.32,35.0,35.0,8699.899027169806
Pennsylvania,2012,20955327378,1763677,123147,12768034,642478065812,,3.58,3.58,21.0,21.0,11881.612890568964
Rhode Island,2012,2066833146,142481,9871,1052761,53375962897,,4.26,4.25,7.0,7.0,14506.02638948351
South Carolina,2012,6241011502,735998,48072,4719009,183493097446,,3.73,3.73,17.0,17.0,8479.658235484336
South Dakota,2012,1024413567,130471,9334,832576,41182019720,,2.73,2.73,50.0,50.0,7851.65720351649
Tennessee,2012,7762688911,993496,66406,6450632,277335796253,,3.07,3.07,42.0,42.0,7813.5079668161725
Texas,2012,40280454776,5077659,327357,26078327,1238128935922,,3.57,3.57,23.0,23.0,7932.879064151413
Utah,2012,3249387557,613279,26610,2854222,112766389871,,3.16,3.16,40.0,40.0,5298.3838628095855
Vermont,2012,1364823660,89624,8403,625606,31051803198,,4.83,4.82,3.0,3.0,15228.327903240204
Virginia,2012,12718723959,1265419,89389,8188656,443827972123,,3.14,3.14,41.0,41.0,10050.998095492481
Washington,2012,9436577309,1051694,53699,6890899,360057094859,,2.88,2.88,47.0,47.0,8972.740463480823
West Virginia,2012,2835286550,283044,20101,1855360,71305517726,,4.37,4.36,5.0,5.0,10017.122956148161
Wisconsin,2012,8551383897,872436,57551,5721075,269175480747,,3.49,3.49,28.0,28.0,9801.732043381979
Wyoming,2012,1312135200,91533,7350,576608,33731410975,,4.27,4.27,6.0,6.0,14335.10537183311
Alabama,2013,6214825000,746204,47162,4827660,187736002860,27.0,3.57,3.56,29.0,28.0,8328.587088785373
Alaska,2013,2329300000,130944,7898,736760,41827287157,32.0,6.0,5.99,1.0,1.0,17788.52028347996
Arizona,2013,6760668000,1102445,48359,6616124,261403026773,32.0,2.79,2.78,50.0,50.0,6132.431096335871
Arkansas,2013,4363796000,489979,34933,2956780,115430912745,32.0,4.07,4.07,10.0,10.0,8906.087811926634
California,2013,57133998000,6312623,259506,38347383,2030446102048,29.0,3.02,3.03,44.0,44.0,9050.754020951354
Colorado,2013,7473532000,876999,50157,5262556,268319794803,43.0,3.0,3.0,46.0,46.0,8521.710971164162
Connecticut,2013,9017834000,546200,43443,3602470,245919734976,43.0,3.94,3.95,14.0,14.0,16510.13181984621
Delaware,2013,1633095000,131687,9388,925114,44076797507,37.0,3.98,3.99,11.0,11.0,12401.338021216976
District of Columbia,2013,879315000,78153,5991,650114,47564135935,22.0,1.99,1.99,51.0,51.0,11251.199570074086
Florida,2013,22491143000,2720744,177853,19584927,856173283343,36.0,2.82,2.83,49.0,49.0,8266.541431314376
Georgia,2013,14833445000,1723909,109441,9981773,403089672354,34.0,3.96,3.96,13.0,13.0,8604.540610902315
Hawaii,2013,2185046000,186825,11781,1408038,68152230729,34.0,3.45,3.45,35.0,35.0,11695.683125919979
Idaho,2013,1759163000,296476,15002,1610187,62793403882,37.0,3.02,3.02,45.0,45.0,5933.576410906785
Illinois,2013,26336498000,2066990,136355,12890403,654079981690,36.0,4.34,4.33,7.0,7.0,12741.473350137156
Indiana,2013,9154321000,1047385,59823,6567484,280313918338,41.0,3.52,3.52,32.0,32.0,8740.16813301699
Iowa,2013,5120529000,502964,35397,3089876,144732779028,40.0,3.81,3.81,19.0,20.0,10180.706770265864
Kansas,2013,4690465000,496440,38153,2892900,143134473885,41.0,3.53,3.53,31.0,31.0,9448.201192490533
Kentucky,2013,6005462000,677389,41820,4399121,170301894011,36.0,3.8,3.8,21.0,21.0,8865.603072975793
Louisiana,2013,6757053000,711491,46437,4626795,203646506799,24.0,3.57,3.57,28.0,29.0,9497.032288532111
Maine,2013,2256666000,183995,15452,1327975,57420584197,41.0,4.23,4.23,8.0,8.0,12264.822413652544
Maryland,2013,11779847000,866169,58611,5932654,338267737344,43.0,3.74,3.75,23.0,25.0,13599.940658231822
Massachusetts,2013,14376699000,955739,70490,6711138,414609869191,52.0,3.73,3.73,26.0,27.0,15042.494865229943
Michigan,2013,14594458000,1548841,85786,9899219,420000233744,33.0,3.75,3.74,25.0,24.0,9422.825196388783
Minnesota,2013,8790027000,850973,54413,5416074,279360467806,47.0,3.39,3.39,36.0,36.0,10329.384128521117
Mississippi,2013,3800395000,492586,32292,2987721,108903791466,22.0,3.76,3.76,22.0,22.0,7715.190849922653
Missouri,2013,8427061000,918288,66651,6041142,262185226481,36.0,3.46,3.46,33.0,33.0,9176.925975293154
Montana,2013,1519900000,144129,10310,1011921,43830738812,40.0,3.74,3.73,27.0,26.0,10545.414177577031
Nebraska,2013,3430424000,307677,22401,1867414,93551709446,39.0,3.94,3.95,15.0,15.0,11149.432684276042
Nevada,2013,3518416000,451831,21921,2786547,117383882542,30.0,3.22,3.23,39.0,39.0,7787.01771237476
New Hampshire,2013,2595374000,186310,14826,1322622,72461809913,49.0,3.87,3.86,18.0,18.0,13930.406312060544
New Jersey,2013,24161802000,1370295,114581,8913735,534381145367,47.0,4.84,4.87,4.0,4.0,17632.5550337701
New Mexico,2013,2797928000,339244,22239,2085161,79018961977,27.0,3.83,3.81,20.0,19.0,8247.53864475127
New York,2013,55550292000,2732770,206693,19712514,1151240928372,36.0,5.17,5.19,3.0,3.0,20327.467002345606
North Carolina,2013,11588588000,1530857,99327,9849812,404741688472,37.0,3.08,3.08,41.0,41.0,7570.000333146728
North Dakota,2013,1180674000,103947,8805,722908,41828471166,39.0,3.03,3.04,43.0,43.0,11358.42304251205
Ohio,2013,18462175000,1724111,106010,11567845,512112402953,41.0,3.88,3.88,17.0,17.0,10708.22876253327
Oklahoma,2013,4867109000,681848,41983,3849840,178745926616,30.0,2.93,2.93,47.0,47.0,7138.114359798665
Oregon,2013,5588620000,593000,26733,3919664,168965793146,36.0,3.56,3.56,30.0,30.0,9424.317032040472
Pennsylvania,2013,23242063000,1755236,121330,12778450,638260108293,42.0,3.92,3.92,16.0,16.0,13241.560109295844
Rhode Island,2013,2060218000,142008,9824,1052784,52497580471,38.0,4.23,4.22,9.0,9.0,14507.760126190075
South Carolina,2013,6783341000,745657,48151,4765862,183227832996,31.0,3.98,3.98,12.0,12.0,9097.13313225786
South Dakota,2013,1109489000,130890,9510,842513,41019039240,37.0,2.91,2.91,48.0,48.0,8476.49935059974
Tennessee,2013,8102148000,993556,65847,6490795,275568516033,34.0,3.17,3.16,40.0,40.0,8154.696866608425
Texas,2013,40168627000,5153702,334580,26479279,1248317972187,35.0,3.46,3.46,34.0,34.0,7794.130704491645
